conference,team,tm_link,year
Big East,Seton Hall,seton-hall,2014.0
Horizon,Green Bay,green-bay,2014.0
Big East,Butler,butler,2014.0
CUSA,Southern Mississippi,southern-mississippi,2014.0
Summit,North Dakota State,north-dakota-state,2014.0
Pac-12,Washington,washington,2014.0
CUSA,Tulsa,tulsa,2014.0
WAC,New Mexico State,new-mexico-state,2014.0
Sun Belt,Georgia State,georgia-state,2014.0
MAAC,Manhattan,manhattan,2014.0
Pac-12,Oregon State,oregon-state,2014.0
MAAC,Iona,iona,2014.0
WCC,San Francisco,san-francisco,2014.0
A-10,St. Bonaventure,st-bonaventure,2014.0
A-10,Richmond,richmond,2014.0
SEC,Vanderbilt,vanderbilt,2014.0
SEC,Texas A&M,texas-am,2014.0
ACC,Wake Forest,wake-forest,2014.0
SEC,South Carolina,south-carolina,2014.0
A-Sun,Mercer,mercer,2014.0
MVC,Northern Iowa,northern-iowa,2014.0
ACC,Georgia Tech,georgia-tech,2014.0
SEC,Auburn,auburn,2014.0
Southland,Stephen F. Austin,stephen-f-austin,2014.0
CUSA,Middle Tennessee,middle-tennessee,2014.0
WCC,Portland,portland,2014.0
MWC,Utah State,utah-state,2014.0
Big Ten,Northwestern,northwestern,2014.0
AEC,Vermont,vermont,2014.0
MWC,Wyoming,wyoming,2014.0
CUSA,Texas-El Paso,texas-el-paso,2014.0
Horizon,Cleveland State,cleveland-state,2014.0
Big West,California-Irvine,california-irvine,2014.0
Big West,California-Santa Barbara,california-santa-barbara,2014.0
A-10,La Salle,la-salle,2014.0
MEAC,North Carolina Central,north-carolina-central,2014.0
MWC,Fresno State,fresno-state,2014.0
MAC (East),Buffalo,buffalo,2014.0
Big West,Hawaii,hawaii,2014.0
MAC (West),Toledo,toledo,2014.0
OVC (East),Belmont,belmont,2014.0
MWC,Colorado State,colorado-state,2014.0
MVC,Indiana State,indiana-state,2014.0
ACC,Boston College,boston-college,2014.0
Ivy,Princeton,princeton,2014.0
Sun Belt,Louisiana-Lafayette,louisiana-lafayette,2014.0
A-10,Rhode Island,rhode-island,2014.0
CAA,Delaware,delaware,2014.0
MAC (East),Ohio,ohio,2014.0
AAC,Temple,temple,2014.0
AAC,Houston,houston,2014.0
Pac-12,Southern California,southern-california,2014.0
AAC,Central Florida,central-florida,2014.0
Ivy,Columbia,columbia,2014.0
WCC,San Diego,san-diego,2014.0
A-10,George Mason,george-mason,2014.0
MWC,Nevada,nevada,2014.0
ACC,Virginia Tech,virginia-tech,2014.0
MAC (West),Eastern Michigan,eastern-michigan,2014.0
Patriot,Boston University,boston-university,2014.0
WCC,Pacific,pacific,2014.0
MAC (West),Western Michigan,western-michigan,2014.0
Big East,DePaul,depaul,2014.0
Big West,Long Beach State,long-beach-state,2014.0
Pac-12,Washington State,washington-state,2014.0
MAAC,Canisius,canisius,2014.0
CAA,Drexel,drexel,2014.0
MAC (East),Akron,akron,2014.0
MVC,Illinois State,illinois-state,2014.0
OVC (West),Murray State,murray-state,2014.0
WCC,Santa Clara,santa-clara,2014.0
Summit,Denver,denver,2014.0
Southern,Davidson,davidson,2014.0
MVC,Missouri State,missouri-state,2014.0
WCC,Pepperdine,pepperdine,2014.0
CUSA,Alabama-Birmingham,alabama-birmingham,2014.0
Patriot,American,american,2014.0
A-10,Duquesne,duquesne,2014.0
OVC (East),Eastern Kentucky,eastern-kentucky,2014.0
CAA,Towson,towson,2014.0
Horizon,Valparaiso,valparaiso,2014.0
Horizon,Wright State,wright-state,2014.0
MAAC,Quinnipiac,quinnipiac,2014.0
Summit,South Dakota State,south-dakota-state,2014.0
Summit,IPFW,ipfw,2014.0
AAC,Rutgers,rutgers,2014.0
Sun Belt,Arkansas State,arkansas-state,2014.0
MVC,Southern Illinois,southern-illinois,2014.0
WCC,Loyola Marymount,loyola-marymount,2014.0
AAC,South Florida,south-florida,2014.0
CUSA,Charlotte,charlotte,2014.0
MVC,Drake,drake,2014.0
SEC,Mississippi State,mississippi-state,2014.0
MAAC,Siena,siena,2014.0
Big Sky,Weber State,weber-state,2014.0
CUSA,Old Dominion,old-dominion,2014.0
Summit,Nebraska-Omaha,nebraska-omaha,2014.0
Patriot,Bucknell,bucknell,2014.0
Big 12,Texas Christian,texas-christian,2014.0
Big West,Cal Poly,cal-poly,2014.0
Ivy,Brown,brown,2014.0
Sun Belt,Western Kentucky,western-kentucky,2014.0
CAA,William & Mary,william-mary,2014.0
Horizon,Milwaukee,milwaukee,2014.0
Patriot,Holy Cross,holy-cross,2014.0
Ivy,Yale,yale,2014.0
AEC,Stony Brook,stony-brook,2014.0
MAC (East),Kent State,kent-state,2014.0
OVC (East),Morehead State,morehead-state,2014.0
A-Sun,Florida Gulf Coast,florida-gulf-coast,2014.0
CAA,College of Charleston,college-of-charleston,2014.0
A-Sun,South Carolina Upstate,south-carolina-upstate,2014.0
Horizon,Oakland,oakland,2014.0
Horizon,Youngstown State,youngstown-state,2014.0
Patriot,Colgate,colgate,2014.0
MVC,Bradley,bradley,2014.0
Southland,Oral Roberts,oral-roberts,2014.0
CAA,Northeastern,northeastern,2014.0
MVC,Evansville,evansville,2014.0
A-10,Fordham,fordham,2014.0
Horizon,Detroit Mercy,detroit-mercy,2014.0
AEC,Albany (NY),albany-ny,2014.0
MAC (East),Bowling Green State,bowling-green-state,2014.0
NEC,Robert Morris,robert-morris,2014.0
MAC (West),Northern Illinois,northern-illinois,2014.0
Southland,Northwestern State,northwestern-state,2014.0
NEC,Wagner,wagner,2014.0
Southern,Elon,elon,2014.0
MWC,Air Force,air-force,2014.0
CUSA,East Carolina,east-carolina,2014.0
SWAC,Southern,southern,2014.0
NEC,Bryant,bryant,2014.0
Southern,Wofford,wofford,2014.0
Big Sky,Northern Colorado,northern-colorado,2014.0
MAAC,Rider,rider,2014.0
MAC (East),Miami (OH),miami-oh,2014.0
CUSA,Marshall,marshall,2014.0
WAC,Utah Valley,utah-valley,2014.0
Southland,Sam Houston State,sam-houston-state,2014.0
Big Sky,Montana,montana,2014.0
NEC,St. Francis (NY),st-francis-ny,2014.0
CUSA,North Texas,north-texas,2014.0
MVC,Loyola (IL),loyola-il,2014.0
Ivy,Dartmouth,dartmouth,2014.0
WAC,Cal State Bakersfield,cal-state-bakersfield,2014.0
Big West,Cal State Northridge,cal-state-northridge,2014.0
Sun Belt,Texas-Arlington,texas-arlington,2014.0
MAAC,Marist,marist,2014.0
Big West,Cal State Fullerton,cal-state-fullerton,2014.0
Sun Belt,South Alabama,south-alabama,2014.0
CUSA,Florida Atlantic,florida-atlantic,2014.0
MEAC,Hampton,hampton,2014.0
Big South (South),Coastal Carolina,coastal-carolina,2014.0
Sun Belt,Louisiana-Monroe,louisiana-monroe,2014.0
Big South (South),Charleston Southern,charleston-southern,2014.0
Big Sky,Eastern Washington,eastern-washington,2014.0
Sun Belt,Arkansas-Little Rock,arkansas-little-rock,2014.0
CUSA,Florida International,florida-international,2014.0
OVC (West),Southeast Missouri State,southeast-missouri-state,2014.0
Big South (North),Virginia Military Institute,virginia-military-institute,2014.0
MEAC,Morgan State,morgan-state,2014.0
WAC,Seattle,seattle,2014.0
MAAC,Saint Peter's,saint-peters,2014.0
A-Sun,East Tennessee State,east-tennessee-state,2014.0
Patriot,Army,army,2014.0
Sun Belt,Troy,troy,2014.0
NEC,Mount St. Mary's,mount-st-marys,2014.0
WAC,Grand Canyon,grand-canyon,2014.0
Southland,Texas A&M-Corpus Christi,texas-am-corpus-christi,2014.0
WAC,Idaho,idaho,2014.0
Big Sky,Idaho State,idaho-state,2014.0
Big South (South),Winthrop,winthrop,2014.0
Patriot,Lehigh,lehigh,2014.0
CAA,Hofstra,hofstra,2014.0
Ivy,Pennsylvania,pennsylvania,2014.0
Big Sky,Northern Arizona,northern-arizona,2014.0
AEC,Hartford,hartford,2014.0
Southern,Western Carolina,western-carolina,2014.0
Big South (South),North Carolina-Asheville,north-carolina-asheville,2014.0
Big Sky,North Dakota,north-dakota,2014.0
MAAC,Monmouth,monmouth,2014.0
Summit,South Dakota,south-dakota,2014.0
Horizon,Illinois-Chicago,illinois-chicago,2014.0
Big South (South),Gardner-Webb,gardner-webb,2014.0
MAAC,Fairfield,fairfield,2014.0
A-Sun,North Florida,north-florida,2014.0
Summit,Western Illinois,western-illinois,2014.0
Big Sky,Portland State,portland-state,2014.0
Big West,California-Riverside,california-riverside,2014.0
Patriot,Lafayette,lafayette,2014.0
CAA,James Madison,james-madison,2014.0
Sun Belt,Texas State,texas-state,2014.0
MEAC,Norfolk State,norfolk-state,2014.0
CUSA,Tulane,tulane,2014.0
Big South (North),Radford,radford,2014.0
MWC,San Jose State,san-jose-state,2014.0
Big Sky,Sacramento State,sacramento-state,2014.0
OVC (East),Tennessee Tech,tennessee-tech,2014.0
MAAC,Niagara,niagara,2014.0
A-Sun,Lipscomb,lipscomb,2014.0
Big South (North),High Point,high-point,2014.0
SWAC,Texas Southern,texas-southern,2014.0
Southland,Incarnate Word,incarnate-word,2014.0
CAA,North Carolina-Wilmington,north-carolina-wilmington,2014.0
MAC (West),Central Michigan,central-michigan,2014.0
WAC,Missouri-Kansas City,missouri-kansas-city,2014.0
CUSA,Rice,rice,2014.0
MEAC,Savannah State,savannah-state,2014.0
OVC (East),Tennessee State,tennessee-state,2014.0
MAC (West),Ball State,ball-state,2014.0
Big South (North),Liberty,liberty,2014.0
WAC,Chicago State,chicago-state,2014.0
OVC (West),Austin Peay,austin-peay,2014.0
A-Sun,Northern Kentucky,northern-kentucky,2014.0
Patriot,Loyola (MD),loyola-md,2014.0
OVC (West),Southern Illinois-Edwardsville,southern-illinois-edwardsville,2014.0
WAC,Texas-Pan American,texas-pan-american,2014.0
Big Sky,Montana State,montana-state,2014.0
Southern,Chattanooga,chattanooga,2014.0
MEAC,Coppin State,coppin-state,2014.0
CUSA,Texas-San Antonio,texas-san-antonio,2014.0
NEC,Fairleigh Dickinson,fairleigh-dickinson,2014.0
Southern,Georgia Southern,georgia-southern,2014.0
OVC (West),Eastern Illinois,eastern-illinois,2014.0
Big West,California-Davis,california-davis,2014.0
SWAC,Jackson State,jackson-state,2014.0
A-Sun,Jacksonville,jacksonville,2014.0
Patriot,Navy,navy,2014.0
OVC (East),Jacksonville State,jacksonville-state,2014.0
MEAC,Florida A&M,florida-am,2014.0
Southern,North Carolina-Greensboro,north-carolina-greensboro,2014.0
Ind,NJIT,njit,2014.0
MEAC,Delaware State,delaware-state,2014.0
SWAC,Alabama State,alabama-state,2014.0
NEC,Sacred Heart,sacred-heart,2014.0
Southland,Southeastern Louisiana,southeastern-louisiana,2014.0
NEC,Central Connecticut State,central-connecticut-state,2014.0
Southland,Nicholls State,nicholls-state,2014.0
Southland,McNeese State,mcneese-state,2014.0
NEC,Saint Francis (PA),saint-francis-pa,2014.0
OVC (West),Tennessee-Martin,tennessee-martin,2014.0
NEC,Long Island University,long-island-university,2014.0
AEC,Massachusetts-Lowell,massachusetts-lowell,2014.0
SWAC,Alabama A&M,alabama-am,2014.0
AEC,New Hampshire,new-hampshire,2014.0
Big South (North),Campbell,campbell,2014.0
AEC,Maryland-Baltimore County,maryland-baltimore-county,2014.0
Summit,IUPUI,iupui,2014.0
Southern,Samford,samford,2014.0
Southland,New Orleans,new-orleans,2014.0
Southern,Appalachian State,appalachian-state,2014.0
SWAC,Arkansas-Pine Bluff,arkansas-pine-bluff,2014.0
Ivy,Cornell,cornell,2014.0
A-Sun,Stetson,stetson,2014.0
SWAC,Alcorn State,alcorn-state,2014.0
AEC,Binghamton,binghamton,2014.0
A-Sun,Kennesaw State,kennesaw-state,2014.0
Southland,Central Arkansas,central-arkansas,2014.0
MEAC,North Carolina A&T,north-carolina-at,2014.0
Southland,Lamar,lamar,2014.0
SWAC,Prairie View,prairie-view,2014.0
MEAC,Howard,howard,2014.0
MEAC,Bethune-Cookman,bethune-cookman,2014.0
MEAC,Maryland-Eastern Shore,maryland-eastern-shore,2014.0
MEAC,South Carolina State,south-carolina-state,2014.0
Southland,Houston Baptist,houston-baptist,2014.0
Southern,Furman,furman,2014.0
AEC,Maine,maine,2014.0
Southern,Citadel,citadel,2014.0
Southland,Abilene Christian,abilene-christian,2014.0
Big Sky,Southern Utah,southern-utah,2014.0
Big South (North),Longwood,longwood,2014.0
Big South (South),Presbyterian,presbyterian,2014.0
SWAC,Mississippi Valley State,mississippi-valley-state,2014.0
SWAC,Grambling,grambling,2014.0
SEC,Kentucky,kentucky,2015.0
ACC,Duke,duke,2015.0
Big Ten,Wisconsin,wisconsin,2015.0
Pac-12,Arizona,arizona,2015.0
Big East,Villanova,villanova,2015.0
ACC,Virginia,virginia,2015.0
WCC,Gonzaga,gonzaga,2015.0
Pac-12,Utah,utah,2015.0
ACC,North Carolina,north-carolina,2015.0
Big Ten,Ohio State,ohio-state,2015.0
ACC,Notre Dame,notre-dame,2015.0
Big 12,Oklahoma,oklahoma,2015.0
Big 12,Kansas,kansas,2015.0
ACC,Louisville,louisville,2015.0
Big 12,Iowa State,iowa-state,2015.0
Big 12,Baylor,baylor,2015.0
Big Ten,Michigan State,michigan-state,2015.0
Big East,Butler,butler,2015.0
Big 12,Texas,texas,2015.0
Big Ten,Iowa,iowa,2015.0
MVC,Wichita State,wichita-state,2015.0
Big East,Georgetown,georgetown,2015.0
Big East,Xavier,xavier,2015.0
Big 12,West Virginia,west-virginia,2015.0
ACC,North Carolina State,north-carolina-state,2015.0
SEC,Arkansas,arkansas,2015.0
Big East,Providence,providence,2015.0
WCC,Brigham Young,brigham-young,2015.0
Big Ten,Maryland,maryland,2015.0
SEC,Florida,florida,2015.0
Big 12,Oklahoma State,oklahoma-state,2015.0
Big Ten,Indiana,indiana,2015.0
AAC,Southern Methodist,southern-methodist,2015.0
Big Ten,Purdue,purdue,2015.0
A-10,Virginia Commonwealth,virginia-commonwealth,2015.0
MVC,Northern Iowa,northern-iowa,2015.0
SEC,Georgia,georgia,2015.0
Big Ten,Illinois,illinois,2015.0
Big Ten,Minnesota,minnesota,2015.0
Pac-12,Stanford,stanford,2015.0
Pac-12,UCLA,ucla,2015.0
ACC,Miami (FL),miami-fl,2015.0
A-10,Davidson,davidson,2015.0
ACC,Syracuse,syracuse,2015.0
SEC,Vanderbilt,vanderbilt,2015.0
Big East,St. John's (NY),st-johns-ny,2015.0
MWC,San Diego State,san-diego-state,2015.0
Pac-12,Oregon,oregon,2015.0
SEC,Louisiana State,louisiana-state,2015.0
SEC,Mississippi,mississippi,2015.0
Big 12,Texas Christian,texas-christian,2015.0
A-10,Dayton,dayton,2015.0
SEC,Texas A&M,texas-am,2015.0
AAC,Cincinnati,cincinnati,2015.0
SEC,South Carolina,south-carolina,2015.0
SEC,Alabama,alabama,2015.0
MWC,Boise State,boise-state,2015.0
Big Ten,Michigan,michigan,2015.0
Pac-12,Arizona State,arizona-state,2015.0
A-10,Rhode Island,rhode-island,2015.0
WCC,Saint Mary's (CA),saint-marys-ca,2015.0
A-10,Richmond,richmond,2015.0
Southland,Stephen F. Austin,stephen-f-austin,2015.0
Big 12,Kansas State,kansas-state,2015.0
ACC,Pittsburgh,pittsburgh,2015.0
AAC,Connecticut,connecticut,2015.0
AAC,Temple,temple,2015.0
MWC,Colorado State,colorado-state,2015.0
A-10,George Washington,george-washington,2015.0
MVC,Illinois State,illinois-state,2015.0
Big East,Seton Hall,seton-hall,2015.0
MAC (East),Buffalo,buffalo,2015.0
Big Ten,Penn State,penn-state,2015.0
ACC,Clemson,clemson,2015.0
CUSA,Old Dominion,old-dominion,2015.0
Big East,Creighton,creighton,2015.0
SEC,Tennessee,tennessee,2015.0
ACC,Georgia Tech,georgia-tech,2015.0
AAC,Memphis,memphis,2015.0
OVC (West),Murray State,murray-state,2015.0
Big East,Marquette,marquette,2015.0
Pac-12,Colorado,colorado,2015.0
ACC,Florida State,florida-state,2015.0
AAC,Tulsa,tulsa,2015.0
ACC,Boston College,boston-college,2015.0
Horizon,Valparaiso,valparaiso,2015.0
Big Ten,Northwestern,northwestern,2015.0
Pac-12,Oregon State,oregon-state,2015.0
Big Ten,Nebraska,nebraska,2015.0
CUSA,Louisiana Tech,louisiana-tech,2015.0
Horizon,Green Bay,green-bay,2015.0
Pac-12,Washington,washington,2015.0
MAC (West),Central Michigan,central-michigan,2015.0
Sun Belt,Georgia State,georgia-state,2015.0
MWC,Nevada-Las Vegas,nevada-las-vegas,2015.0
Pac-12,California,california,2015.0
WCC,San Diego,san-diego,2015.0
CUSA,Texas-El Paso,texas-el-paso,2015.0
MAC (West),Toledo,toledo,2015.0
A-10,La Salle,la-salle,2015.0
ACC,Wake Forest,wake-forest,2015.0
Ivy,Harvard,harvard,2015.0
A-10,St. Bonaventure,st-bonaventure,2015.0
WCC,Pepperdine,pepperdine,2015.0
MWC,Wyoming,wyoming,2015.0
CAA,Hofstra,hofstra,2015.0
Big 12,Texas Tech,texas-tech,2015.0
MAAC,Iona,iona,2015.0
WAC,New Mexico State,new-mexico-state,2015.0
MAC (East),Akron,akron,2015.0
Big West,California-Irvine,california-irvine,2015.0
A-10,Massachusetts,massachusetts,2015.0
Ivy,Yale,yale,2015.0
Big West,California-Santa Barbara,california-santa-barbara,2015.0
MVC,Evansville,evansville,2015.0
Summit,South Dakota State,south-dakota-state,2015.0
Big East,DePaul,depaul,2015.0
SEC,Auburn,auburn,2015.0
WCC,San Francisco,san-francisco,2015.0
Horizon,Cleveland State,cleveland-state,2015.0
WCC,Portland,portland,2015.0
Southland,Sam Houston State,sam-houston-state,2015.0
MAC (East),Bowling Green State,bowling-green-state,2015.0
MWC,Utah State,utah-state,2015.0
CAA,William & Mary,william-mary,2015.0
MWC,New Mexico,new-mexico,2015.0
Big West,Hawaii,hawaii,2015.0
Southern,Wofford,wofford,2015.0
SEC,Mississippi State,mississippi-state,2015.0
MVC,Loyola (IL),loyola-il,2015.0
Big West,California-Davis,california-davis,2015.0
Pac-12,Southern California,southern-california,2015.0
MAC (East),Kent State,kent-state,2015.0
CAA,Northeastern,northeastern,2015.0
MAC (West),Eastern Michigan,eastern-michigan,2015.0
CUSA,Alabama-Birmingham,alabama-birmingham,2015.0
CUSA,Charlotte,charlotte,2015.0
Big West,Long Beach State,long-beach-state,2015.0
ACC,Virginia Tech,virginia-tech,2015.0
AEC,Vermont,vermont,2015.0
SEC,Missouri,missouri,2015.0
CUSA,Western Kentucky,western-kentucky,2015.0
Sun Belt,Louisiana-Lafayette,louisiana-lafayette,2015.0
Big Sky,Eastern Washington,eastern-washington,2015.0
MEAC,North Carolina Central,north-carolina-central,2015.0
OVC (East),Belmont,belmont,2015.0
MAC (West),Western Michigan,western-michigan,2015.0
Big Ten,Rutgers,rutgers,2015.0
CUSA,Middle Tennessee,middle-tennessee,2015.0
Pac-12,Washington State,washington-state,2015.0
OVC (East),Eastern Kentucky,eastern-kentucky,2015.0
AEC,Stony Brook,stony-brook,2015.0
MAAC,Canisius,canisius,2015.0
A-10,Saint Joseph's,saint-josephs,2015.0
AEC,Albany (NY),albany-ny,2015.0
Ivy,Columbia,columbia,2015.0
WCC,Santa Clara,santa-clara,2015.0
Sun Belt,Georgia Southern,georgia-southern,2015.0
MVC,Indiana State,indiana-state,2015.0
Big West,Cal Poly,cal-poly,2015.0
OVC (East),Morehead State,morehead-state,2015.0
A-Sun,North Florida,north-florida,2015.0
Big South,Coastal Carolina,coastal-carolina,2015.0
Horizon,Oakland,oakland,2015.0
MAAC,Manhattan,manhattan,2015.0
Ivy,Princeton,princeton,2015.0
A-10,George Mason,george-mason,2015.0
MAAC,Quinnipiac,quinnipiac,2015.0
AAC,Tulane,tulane,2015.0
MAAC,Rider,rider,2015.0
Southern,Chattanooga,chattanooga,2015.0
Summit,North Dakota State,north-dakota-state,2015.0
Big Sky,Montana,montana,2015.0
MAC (West),Northern Illinois,northern-illinois,2015.0
A-Sun,Florida Gulf Coast,florida-gulf-coast,2015.0
MWC,Air Force,air-force,2015.0
Sun Belt,Louisiana-Monroe,louisiana-monroe,2015.0
Southern,Mercer,mercer,2015.0
AAC,Houston,houston,2015.0
OVC (West),Tennessee-Martin,tennessee-martin,2015.0
NEC,St. Francis (NY),st-francis-ny,2015.0
A-10,Fordham,fordham,2015.0
MAAC,Monmouth,monmouth,2015.0
MWC,Fresno State,fresno-state,2015.0
Horizon,Detroit Mercy,detroit-mercy,2015.0
A-Sun,South Carolina Upstate,south-carolina-upstate,2015.0
Big South,High Point,high-point,2015.0
CAA,North Carolina-Wilmington,north-carolina-wilmington,2015.0
CAA,James Madison,james-madison,2015.0
AAC,East Carolina,east-carolina,2015.0
CUSA,Rice,rice,2015.0
Patriot,Colgate,colgate,2015.0
A-10,Duquesne,duquesne,2015.0
MAAC,Saint Peter's,saint-peters,2015.0
Patriot,Lehigh,lehigh,2015.0
NEC,Robert Morris,robert-morris,2015.0
Ivy,Dartmouth,dartmouth,2015.0
Summit,IPFW,ipfw,2015.0
WCC,Pacific,pacific,2015.0
Ind,NJIT,njit,2015.0
CUSA,Texas-San Antonio,texas-san-antonio,2015.0
Patriot,Lafayette,lafayette,2015.0
Big Sky,Northern Arizona,northern-arizona,2015.0
MVC,Southern Illinois,southern-illinois,2015.0
Patriot,American,american,2015.0
Ivy,Cornell,cornell,2015.0
Sun Belt,Texas-Arlington,texas-arlington,2015.0
Patriot,Bucknell,bucknell,2015.0
MAC (East),Miami (OH),miami-oh,2015.0
AEC,New Hampshire,new-hampshire,2015.0
Summit,Oral Roberts,oral-roberts,2015.0
Big South,Radford,radford,2015.0
Big South,Winthrop,winthrop,2015.0
Summit,Denver,denver,2015.0
WCC,Loyola Marymount,loyola-marymount,2015.0
MAC (East),Ohio,ohio,2015.0
MVC,Bradley,bradley,2015.0
Big South,Charleston Southern,charleston-southern,2015.0
Big Sky,Sacramento State,sacramento-state,2015.0
Big West,California-Riverside,california-riverside,2015.0
MEAC,Norfolk State,norfolk-state,2015.0
Southern,East Tennessee State,east-tennessee-state,2015.0
Horizon,Milwaukee,milwaukee,2015.0
Summit,South Dakota,south-dakota,2015.0
MVC,Missouri State,missouri-state,2015.0
CUSA,North Texas,north-texas,2015.0
AAC,South Florida,south-florida,2015.0
MAC (West),Ball State,ball-state,2015.0
OVC (West),Southeast Missouri State,southeast-missouri-state,2015.0
Big South,Gardner-Webb,gardner-webb,2015.0
Sun Belt,Texas State,texas-state,2015.0
Sun Belt,Arkansas-Little Rock,arkansas-little-rock,2015.0
A-10,Saint Louis,saint-louis,2015.0
Southland,Northwestern State,northwestern-state,2015.0
